"age","gender","education","ethnicity","income","partisanship","eu_ref","condition","ethnicity_simple","know","contact","worry","govt_perf","restrict","behavior","numeracy","trust","distrust"
30,"Female","Undergraduate degree (e.g., BA)","Pakistani","11","Labour","I voted Remain","control","Other",-0.406090459737849,0.460547865513442,-0.40656918917133,-1.43269617716106,0.35076386178548,-0.61273521267665,5.66666666666667,-0.707567328547404,1.05140130502643
24,"Male","Undergraduate degree (e.g., BA)","Indian","1","Labour","I voted Remain","control","Other",-1.1438648097804,0.373599441351396,0.39131192602455,0.109008854862144,-0.836909460334576,-0.61273521267665,2.66666666666667,-0.235395323329264,0.673635796922327
22,"Female","Undergraduate degree (e.g., BA)","Mixed","3","Labour","I voted Remain","control","Other",0.478411095681547,-0.476248804454124,0.980948052732125,-0.266041503411797,0.35076386178548,-0.61273521267665,6,0.231678464004934,-0.486626593267948
28,"Female","Undergraduate degree (e.g., BA)","Mixed","6","Labour","I voted Remain","control","Other",0.478411095681547,0.460547865513442,0.542226157630451,-0.266041503411797,0.35076386178548,-0.61273521267665,4.66666666666667,0.174875760452895,-0.163023990239364
22,"Male","Undergraduate degree (e.g., BA)","Chinese","6","Labour","I voted Remain","control","Other",0.478411095681547,-0.476248804454124,-0.164773287130284,0.469453458655334,-0.836909460334576,-0.61273521267665,4,0.174875760452895,-0.163023990239364
30,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","Pakistani","1","Labour","I voted Remain","control","Other",-0.406090459737849,1.2085476392682,1.6137917861682,-0.758820588623685,0.35076386178548,-0.61273521267665,5,-0.707567328547404,1.55446328442095
23,"Female","Undergraduate degree (e.g., BA)","Other","1","Labour","I voted Remain","control","Other",0.478411095681547,0.373599441351396,-0.40656918917133,1.27888711087707,0.35076386178548,-0.61273521267665,5,0.823944676335416,-1.18753996348727
20,"Male","Undergraduate degree (e.g., BA)","Pakistani","8","Labour","I was not eligible to vote, but would have voted Remain","control","Other",0.478411095681547,0.460547865513442,-0.858249332927297,-0.266041503411797,0.35076386178548,-0.61273521267665,3.66666666666667,-0.707567328547404,-0.163023990239364
23,"Male","Undergraduate degree (e.g., BA)","Other","5","Conservative Party","I voted Leave","control","Other",-0.406090459737849,0.460547865513442,0.948385674243263,1.27888711087707,0.35076386178548,-0.61273521267665,1.66666666666667,0.906610295808507,-1.18753996348727
31,"Female","Undergraduate degree (e.g., BA)","Chinese","4","No party","I voted Remain","control","Other",-0.42711066755529,-0.476248804454124,1.6137917861682,0.109008854862144,0.35076386178548,-0.61273521267665,4.33333333333333,0.411588730106231,-0.163023990239364
54,"Female","GCSE (or equivalent)","Mixed","6","Labour","I voted Remain","control","Other",-0.346210927114368,1.2085476392682,0.980948052732125,0.141657406557449,-0.836909460334576,-0.61273521267665,3,0.00577532133344975,-0.723456133636216
23,"Female","Undergraduate degree (e.g., BA)","Mixed","2","No party","I was eligible to vote, but did not","control","Other",-0.406090459737849,1.93296067384537,-1.34535842401841,-1.43269617716106,0.35076386178548,-0.61273521267665,2,-0.707567328547404,0.0841065831950797
19,"Female","A-level (or equivalent)","Mixed","4","Labour","I was not eligible to vote, but would have voted Leave","control","Other",0.478411095681547,-0.476248804454124,0.39131192602455,-0.758820588623685,0.35076386178548,0.653457304943914,4,-0.934074901068862,1.05140130502643
39,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","Black","6","Labour","I voted Remain","control","Other",-1.12485768652899,-0.476248804454124,1.6137917861682,0.439060660820015,0.35076386178548,-0.61273521267665,3.66666666666667,0.00112798586670993,0.470034789417302
25,"Female","Undergraduate degree (e.g., BA)","Mixed","9","Labour","I voted Remain","control","Other",0.478411095681547,0.460547865513442,-0.40656918917133,-0.266041503411797,0.35076386178548,0.653457304943914,2,-0.707567328547404,0.75147380203735
27,"Female","A-level (or equivalent)","Mixed","8","Conservative Party","I voted Leave","control","Other",0.478411095681547,0.460547865513442,-0.736540132608323,0.439060660820015,-0.836909460334576,0.653457304943914,5.33333333333333,0.823944676335416,-1.62101884099287
20,"Female","A-level (or equivalent)","Black","6","Labour","I was not eligible to vote, but would have voted Remain","control","Other",0.478411095681547,0.460547865513442,-0.826751270839746,-0.266041503411797,-0.72988822364663,0.653457304943914,5,0.00112798586670993,0.75147380203735
56,"Female","GCSE (or equivalent)","White","3","Conservative Party","I voted Leave","control","White",-1.12485768652899,0.370704037623811,-0.247447914764378,0.141657406557449,-0.72988822364663,-0.61273521267665,2.33333333333333,-0.235395323329264,0.75147380203735
26,"Female","Undergraduate degree (e.g., BA)","Black","5","No party","I voted Remain","control","Other",-0.346210927114368,-0.476248804454124,-0.858249332927297,-0.266041503411797,0.35076386178548,-0.61273521267665,5.66666666666667,-0.707567328547404,0.75147380203735
20,"Female","Undergraduate degree (e.g., BA)","Black","9","Labour","I was not eligible to vote, but would have voted Remain","control","Other",0.478411095681547,-0.476248804454124,-0.164773287130284,0.469453458655334,-0.72988822364663,-0.61273521267665,5.33333333333333,0.231678464004934,1.17064678122528
40,"Female","A-level (or equivalent)","Pakistani","2","Labour","I voted Leave","control","Other",-1.1438648097804,0.460547865513442,1.6137917861682,-0.266041503411797,-0.72988822364663,-0.61273521267665,4.66666666666667,0.411588730106231,-0.415375455610038
27,"Female","Undergraduate degree (e.g., BA)","Mixed","3","Green Party","I voted Remain","control","Other",-0.346210927114368,0.460547865513442,0.39131192602455,-0.758820588623685,0.35076386178548,0.653457304943914,4,-1.48030703646599,0.0841065831950797
52,"Female","A-level (or equivalent)","Mixed","2","No party","I voted Remain","control","Other",-1.86255051670098,1.2085476392682,0.948385674243263,-0.758820588623685,0.35076386178548,-0.61273521267665,3.33333333333333,0.00112798586670993,0.440481649117151
18,"Female","GCSE (or equivalent)","Black","7","No party","I was not eligible to vote, but would not have voted","control","Other",-1.1438648097804,1.2085476392682,-0.569873777763838,0.109008854862144,0.35076386178548,-0.61273521267665,5,0.00112798586670993,-0.163023990239364
23,"Male","Undergraduate degree (e.g., BA)","Bangladeshi","7","Labour","I voted Remain","control","Other",-0.346210927114368,0.460547865513442,-0.40656918917133,0.469453458655334,0.35076386178548,0.653457304943914,5.66666666666667,-0.423893164514084,0.75147380203735
31,"Male","Undergraduate degree (e.g., BA)","White","4","Green Party","I voted Remain","control","White",-1.12485768652899,-0.476248804454124,0.39131192602455,0.109008854862144,0.35076386178548,-0.61273521267665,4.33333333333333,-0.490582433502787,-0.163023990239364
39,"Male","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","control","White",0.478411095681547,0.460547865513442,-0.247447914764378,-0.711099143561654,0.35076386178548,0.653457304943914,4.33333333333333,-0.423893164514084,-0.19002059566143
63,"Male","Undergraduate degree (e.g., BA)","White","4","Conservative Party","I voted Leave","control","White",-1.1438648097804,-0.476248804454124,-1.97569903264372,-0.304741160755354,-2.03879438148036,0.653457304943914,2.66666666666667,-1.95680751435798,2.01819117897551
24,"Male","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","control","White",0.478411095681547,0.460547865513442,-0.68875631400841,-0.266041503411797,0.35076386178548,0.653457304943914,3.66666666666667,0.352190160319605,-0.545723683660622
21,"Male","A-level (or equivalent)","White","5","Liberal Democrats","I was not eligible to vote, but would have voted Remain","control","White",-1.12485768652899,-0.476248804454124,0.215245801954673,-1.43269617716106,0.35076386178548,-0.61273521267665,1.33333333333333,-0.707567328547404,0.11136859957819
31,"Male","A-level (or equivalent)","White","3","UKIP","I voted Leave","control","White",0.478411095681547,0.460547865513442,-0.377018540842986,-0.758820588623685,-1.49368278420392,-0.61273521267665,4.66666666666667,0.231678464004934,1.17064678122528
48,"Male","A-level (or equivalent)","White","7","UKIP","I voted Leave","control","White",-0.346210927114368,0.460547865513442,-0.012674512737052,0.80645351844387,0.35076386178548,-0.61273521267665,3.66666666666667,0.600391898492345,-0.163023990239364
20,"Male","A-level (or equivalent)","White","11","Liberal Democrats","I was not eligible to vote, but would have voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.68875631400841,0.109008854862144,0.35076386178548,0.653457304943914,5.66666666666667,-0.707567328547404,0.440481649117151
18,"Male","A-level (or equivalent)","White","10","Labour","I was not eligible to vote, but would have voted Remain","control","White",0.478411095681547,0.460547865513442,-0.40656918917133,-0.758820588623685,0.35076386178548,1.23698157272214,3,-0.235395323329264,0.368309484450557
33,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","4","No party","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-1.03522129865336,-1.43269617716106,-0.72988822364663,-0.61273521267665,5.33333333333333,-1.48030703646599,0.440481649117151
38,"Male","GCSE (or equivalent)","White","4","Plaid Cymru","I voted Leave","control","White",-1.1438648097804,0.373599441351396,0.542226157630451,2.48638709001981,-2.03879438148036,-0.61273521267665,5.66666666666667,1.2012493209256,-0.13608521028423
27,"Male","A-level (or equivalent)","White","2","Labour","I voted Remain","control","White",-0.346210927114368,0.460547865513442,1.6137917861682,-0.758820588623685,0.35076386178548,-0.61273521267665,6,-1.57350052905171,0.368309484450557
34,"Male","Undergraduate degree (e.g., BA)","White","2","No party","I voted Remain","control","White",0.478411095681547,-0.476248804454124,0.980948052732125,-1.43269617716106,0.35076386178548,-0.61273521267665,5,-0.707567328547404,2.01819117897551
21,"Male","A-level (or equivalent)","White","4","SNP","I was eligible to vote, but did not","control","White",0.478411095681547,-0.476248804454124,-1.03522129865336,0.109008854862144,0.35076386178548,0.653457304943914,5,0.600391898492345,-0.840650458004401
53,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","8","Labour","I voted Remain","control","White",-0.42711066755529,0.460547865513442,-1.34535842401841,-1.43269617716106,-0.72988822364663,0.653457304943914,6,-1.95680751435798,0.75147380203735
22,"Male","Undergraduate degree (e.g., BA)","White","5","Liberal Democrats","I voted Remain","control","White",-0.346210927114368,0.460547865513442,-0.826751270839746,-0.266041503411797,-0.72988822364663,1.43641623760841,4.66666666666667,-0.707567328547404,0.75147380203735
34,"Male","A-level (or equivalent)","White","6","Labour","I voted Remain","control","White",0.478411095681547,0.460547865513442,-0.40656918917133,-1.43269617716106,0.35076386178548,-0.61273521267665,5.33333333333333,-0.707567328547404,0.75147380203735
32,"Male","Undergraduate degree (e.g., BA)","White","8","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-1.60829096761465,0.439060660820015,0.35076386178548,0.653457304943914,4,1.2012493209256,-1.18753996348727
28,"Male","Undergraduate degree (e.g., BA)","White","5","No party","I voted Remain","control","White",0.478411095681547,-0.476248804454124,0.39131192602455,-0.758820588623685,0.35076386178548,0.653457304943914,4,-0.707567328547404,-0.163023990239364
57,"Male","Undergraduate degree (e.g., BA)","White","6","Liberal Democrats","I voted Remain","control","White",0.478411095681547,-0.476248804454124,0.542226157630451,0.141657406557449,0.35076386178548,0.653457304943914,6,0.411588730106231,-0.443944911404698
34,"Male","A-level (or equivalent)","White","3","Green Party","I voted Remain","control","White",0.478411095681547,0.460547865513442,-0.40656918917133,-1.43269617716106,0.35076386178548,-0.61273521267665,5.33333333333333,-0.934074901068862,1.17064678122528
52,"Male","Undergraduate degree (e.g., BA)","White","10","Liberal Democrats","I voted Remain","control","White",-0.346210927114368,-0.476248804454124,-1.60829096761465,0.469453458655334,0.35076386178548,-0.61273521267665,3.66666666666667,0.174875760452895,-0.723456133636216
39,"Male","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.247447914764378,-0.266041503411797,0.35076386178548,-0.61273521267665,5.33333333333333,0.174875760452895,-0.0695471024328525
30,"Male","A-level (or equivalent)","White","3","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,1.6137917861682,-1.43269617716106,0.35076386178548,-0.61273521267665,2.66666666666667,-1.95680751435798,0.75147380203735
34,"Male","Undergraduate degree (e.g., BA)","White","7","Conservative Party","I voted Leave","control","White",-0.346210927114368,1.2085476392682,0.542226157630451,2.48638709001981,0.35076386178548,-0.61273521267665,6,2.332759842169,-0.875789398474951
46,"Male","A-level (or equivalent)","White","3","Liberal Democrats","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.569873777763838,0.141657406557449,0.35076386178548,1.23698157272214,5,0.600391898492345,0.0841065831950797
42,"Male","A-level (or equivalent)","White","6","Conservative Party","I voted Leave","control","White",0.478411095681547,-0.476248804454124,0.39131192602455,1.27888711087707,0.35076386178548,-0.61273521267665,4.33333333333333,1.2012493209256,-0.443944911404698
21,"Male","A-level (or equivalent)","White","1","Other party","I was not eligible to vote, but would not have voted","control","White",0.478411095681547,0.460547865513442,0.781125400458478,0.469453458655334,0.35076386178548,-0.61273521267665,3.66666666666667,0.60588091299883,0.151786008504716
48,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","8","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,0.39131192602455,-0.266041503411797,0.35076386178548,-0.61273521267665,3.66666666666667,0.00112798586670993,-0.840650458004401
48,"Male","GCSE (or equivalent)","White","4","Conservative Party","I voted Leave","control","White",-0.346210927114368,-0.476248804454124,1.6137917861682,0.469453458655334,0.35076386178548,-0.61273521267665,2,0.00112798586670993,-0.163023990239364
