age,gender,education,ethnicity,income,partisanship,eu_ref,k_scale_virus,k_scale_bacteria,k_scale_hot,k_scale_vaccine,k_scale_recover,k_scale_mosquito,k_scale_antibiotics,contact_scale_tested,contact_scale_confident,contact_scale_know_tested,contact_scale_know_passed,contact_scale_treating,numeracy_fractions,numeracy_discount,numeracy_useful,trust_understands,trust_intentions,trust_does_right,distrust_no_respect,distrust_ignore,distrust_unfair,time_on_page,worry_scale_contracting,worry_scale_unwell,worry_scale_fr_fam,worry_scale_finances,worry_scale_job,worry_scale_society,govt_perform_comm,govt_perform_advice,govt_perform_response,govt_perform_adapt,govt_perform_compared,govt_perform_protecting,restrictions_quarantine,restrictions_schools,restrictions_events,restrictions_hospital,restrictions_stop_flights,restrictions_quar_flights,restrictions_soc_dist,restrictions_mask_transport,restrictions_mask_indoors,behavior_hairdresser,behavior_museum,behavior_bars,behavior_public_toilet,behavior_public_transport,behavior_cinemas,behavior_abroad,behavior_worship,behavior_gym,behavior_public_gathering,manip_check,condition,residence,nationality,ethnicity_simple,know,contact,worry,govt_perf,restrict,behavior,numeracy,trust,distrust
22,Male,"Undergraduate degree (e.g., BA)",Indian,9,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,1,0,0,6,6,6,3,4,3,2,2,2,NA,1,0,1,1,0,1,3,2,2,2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,0.460547865513442,-1.03522129865336,-0.758820588623685,0.35076386178548,1.23698157272214,6,0.411588730106231,-1.18753996348727
20,Female,A-level (or equivalent),Black,1,Labour,I voted Remain,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2,2,2,3,4,4,NA,0,2,2,3,0,2,3,1,1,3,3,2,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-1.124857686528995,-0.476248804454124,-0.377018540842986,0.109008854862144,0.35076386178548,0.653457304943914,0.333333333333333,-0.707567328547404,0.368309484450557
21,Male,A-level (or equivalent),Chinese,8,No party,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,0,0,0,5,5,5,3,4,4,3,3,3,NA,2,1,1,1,1,1,3,3,3,3,2,3,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,-0.476248804454124,-0.164773287130284,0.469453458655334,0.35076386178548,0.653457304943914,5,0.906610295808507,-0.163023990239364
19,Male,A-level (or equivalent),Bangladeshi,4,Labour,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,0,0,0,5,6,6,2,2,2,5,5,5,NA,3,3,3,1,0,3,4,2,2,2,2,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,-0.476248804454124,1.6137917861682,-0.266041503411797,0.35076386178548,-0.61273521267665,5.66666666666667,-0.707567328547404,2.01819117897551
30,Female,"Undergraduate degree (e.g., BA)",Mixed,8,No party,"I was eligible to vote, but did not",0,1,1,1,0,1,1,0,0,0,0,0,3,5,3,2,4,4,4,4,2,NA,1,1,1,2,0,1,3,3,3,3,4,3,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.40609045973784896,-0.476248804454124,-0.569873777763838,0.469453458655334,-0.72988822364663,0.653457304943914,3.66666666666667,0.668590802306462,0.151786008504716
50,Female,"Undergraduate degree (e.g., BA)",Black,3,Conservative Party,"I was eligible to vote, but did not",0,0,0,1,1,1,1,0,0,0,0,0,4,4,5,3,3,3,3,4,3,NA,0,0,2,0,0,2,4,4,3,3,3,4,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.34621092711436813,-0.476248804454124,-1.34535842401841,0.841543428125356,0.35076386178548,0.0954693109573851,4.33333333333333,0.174875760452895,0.0841065831950797
23,Female,A-level (or equivalent),Pakistani,1,No party,I voted Remain,0,1,0,1,1,1,1,0,0,0,0,0,0,0,3,1,1,1,4,5,5,NA,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.34621092711436813,-0.476248804454124,1.6137917861682,-1.43269617716106,-0.836909460334576,-0.61273521267665,1,-1.95680751435798,1.41486642440853
31,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",Mixed,2,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,6,6,5,2,1,1,2,2,3,NA,0,0,1,2,2,2,2,2,1,1,1,2,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,-0.476248804454124,-1.60829096761465,-0.711099143561654,-0.72988822364663,0.653457304943914,5.66666666666667,-1.57350052905171,-0.806158112485411
24,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",Other,3,No party,I voted Remain,0,1,1,1,1,1,1,0,0,1,0,0,3,4,5,3,3,3,3,3,3,NA,1,1,3,2,1,3,3,3,2,2,1,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,0.460547865513442,-0.247447914764378,-0.266041503411797,0.35076386178548,-0.61273521267665,4,0.174875760452895,-0.163023990239364
22,Female,A-level (or equivalent),Bangladeshi,1,Labour,"I was not eligible to vote, but would have voted Remain",0,0,0,1,0,1,1,0,0,0,0,0,1,0,4,2,1,2,3,3,3,NA,2,3,3,3,3,3,2,3,1,2,2,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-1.124857686528995,-0.476248804454124,0.980948052732125,-0.758820588623685,0.35076386178548,-0.61273521267665,1.66666666666667,-1.00788596326447,-0.163023990239364
24,Male,A-level (or equivalent),Black,4,Labour,I voted Remain,0,1,0,0,1,0,0,0,0,0,0,0,4,6,6,2,2,2,4,4,3,NA,3,3,3,3,3,3,2,3,2,2,2,2,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,NA,control,United Kingdom,United Kingdom,Other,-1.1438648097803985,-0.476248804454124,1.6137917861682,-0.266041503411797,0.35076386178548,0.275111599347801,5.33333333333333,-0.707567328547404,0.440481649117151
18,Female,A-level (or equivalent),Chinese,4,Conservative Party,"I was not eligible to vote, but would have voted Leave",0,1,1,1,1,1,1,0,1,0,0,0,4,5,6,2,4,3,2,2,2,NA,2,2,2,1,1,3,2,2,2,1,1,2,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,-0.476248804454124,0.39131192602455,-0.711099143561654,0.35076386178548,-0.61273521267665,5,0.231678464004934,-1.18753996348727
26,Female,"Undergraduate degree (e.g., BA)",Other,3,No party,I voted Remain,0,1,1,1,1,1,1,0,0,1,0,0,2,2,3,3,3,3,3,3,3,NA,0,0,2,1,1,1,4,3,3,3,2,2,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,0.460547865513442,-1.34535842401841,0.109008854862144,0.35076386178548,-0.61273521267665,2.33333333333333,0.174875760452895,-0.163023990239364
21,Female,A-level (or equivalent),Mixed,4,Labour,"I was not eligible to vote, but would not have voted",0,1,1,1,1,0,1,0,0,0,0,0,3,3,3,3,3,3,4,3,3,NA,2,2,2,0,0,1,2,3,3,3,4,3,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,-0.476248804454124,0.39131192602455,0.469453458655334,0.35076386178548,-0.61273521267665,3,0.174875760452895,0.179364505373351
24,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",Chinese,2,No party,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,2,5,5,3,3,3,3,3,2,NA,1,1,1,1,1,2,4,4,2,3,2,2,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,-0.476248804454124,-0.569873777763838,0.109008854862144,0.35076386178548,-0.61273521267665,4,0.174875760452895,-0.443944911404698
21,Female,A-level (or equivalent),Other,2,Labour,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,0,1,0,6,6,6,2,2,2,4,4,4,NA,3,3,3,2,0,3,1,2,1,1,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,0.373599441351396,1.6137917861682,-0.711099143561654,0.35076386178548,-0.61273521267665,6,-0.707567328547404,0.75147380203735
25,Female,"Undergraduate degree (e.g., BA)",Black,7,Labour,I voted Remain,0,1,0,1,1,1,1,0,1,0,0,0,1,6,3,2,3,3,3,4,4,NA,2,1,1,3,0,3,4,2,1,3,3,3,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.34621092711436813,-0.476248804454124,-0.164773287130284,0.469453458655334,0.35076386178548,0.653457304943914,3.33333333333333,0.00112798586670993,0.368309484450557
24,Male,A-level (or equivalent),Mixed,11,No party,I voted Leave,0,1,1,1,1,1,1,0,0,1,0,1,6,6,5,2,2,2,2,4,3,NA,0,0,1,0,0,2,2,2,1,2,3,2,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,1.20587038402259,-1.60829096761465,-0.266041503411797,0.35076386178548,-0.61273521267665,5.66666666666667,-0.707567328547404,-0.257205825640622
19,Female,A-level (or equivalent),Black,1,No party,"I was not eligible to vote, but would have voted Remain",0,1,0,1,0,1,1,0,1,0,0,0,3,1,5,3,4,3,3,4,3,NA,2,1,1,2,0,3,3,4,2,4,4,4,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,NA,control,United Kingdom,United Kingdom,Other,-1.124857686528995,-0.476248804454124,-0.164773287130284,1.27888711087707,-0.631210854979936,0.653457304943914,3,0.411588730106231,0.0841065831950797
28,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",Other,7,No party,I voted Remain,0,1,0,1,1,1,1,0,0,1,0,0,3,6,4,3,4,4,2,3,2,NA,3,3,3,2,0,2,4,4,2,2,4,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.34621092711436813,0.460547865513442,1.6137917861682,-0.266041503411797,0.35076386178548,-0.61273521267665,4.33333333333333,0.906610295808507,-0.840650458004401
18,Male,"Undergraduate degree (e.g., BA)",Chinese,6,No party,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,4,5,5,3,4,4,2,3,4,NA,2,1,1,3,1,2,4,4,4,3,3,5,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,-0.476248804454124,-0.164773287130284,1.32743659208942,0.35076386178548,-0.61273521267665,4.66666666666667,0.906610295808507,-0.229976772507822
20,Female,A-level (or equivalent),Black,1,Labour,"I was not eligible to vote, but would have voted Remain",0,1,0,1,1,1,1,0,0,0,0,0,4,5,4,2,2,3,4,4,3,NA,1,1,1,2,0,1,3,2,1,2,1,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.34621092711436813,-0.476248804454124,-0.569873777763838,-0.266041503411797,0.35076386178548,-0.61273521267665,4.33333333333333,-0.235395323329264,0.440481649117151
25,Female,"Undergraduate degree (e.g., BA)",Chinese,2,Liberal Democrats,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,4,6,6,4,4,4,4,5,3,NA,2,2,3,2,3,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,-0.476248804454124,0.542226157630451,-1.43269617716106,0.35076386178548,-0.61273521267665,5.33333333333333,1.2012493209256,0.71985757444244
23,Male,"Undergraduate degree (e.g., BA)",Other,10,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,6,5,5,4,3,2,4,2,2,NA,1,1,3,3,3,3,2,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,-0.476248804454124,-0.247447914764378,-0.758820588623685,0.35076386178548,-0.61273521267665,5.33333333333333,-0.0508624388201105,-0.345794717072796
30,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,5,Labour,I voted Leave,0,1,0,0,1,1,1,0,1,1,1,0,5,6,6,2,4,3,5,5,4,NA,2,2,3,3,1,3,3,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,NA,control,United Kingdom,United Kingdom,White,-1.1438648097803985,1.2085476392682,0.542226157630451,0.469453458655334,0.35076386178548,1.23698157272214,5.66666666666667,0.231678464004934,1.51302502738189
21,Female,"Undergraduate degree (e.g., BA)",Chinese,8,No party,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,1,1,0,1,5,4,2,3,2,2,2,2,NA,1,3,3,3,3,3,2,3,1,3,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,1.2085476392682,0.57025107322729,-0.304741160755354,0.35076386178548,0.653457304943914,3.33333333333333,-0.423893164514084,-1.18753996348727
27,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",Black,11,Green Party,I voted Remain,0,1,1,1,1,1,1,0,0,1,0,0,3,5,3,2,4,2,4,4,4,NA,2,2,2,3,1,3,2,3,1,2,1,3,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,0.460547865513442,0.39131192602455,0.141657406557449,0.35076386178548,1.23698157272214,3.66666666666667,-0.171076826370267,0.75147380203735
55,Male,A-level (or equivalent),Other,1,SNP,I voted Leave,0,1,1,1,1,1,1,0,0,0,0,0,0,4,6,1,3,2,4,5,3,NA,0,0,2,3,0,3,1,3,1,1,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,-0.476248804454124,-1.34535842401841,-0.711099143561654,-0.72988822364663,-0.61273521267665,3.33333333333333,-0.635603532311199,0.71985757444244
18,Female,A-level (or equivalent),Mixed,2,Labour,I voted Remain,0,1,0,0,1,1,0,0,0,0,0,0,2,3,5,2,4,4,2,3,2,NA,2,3,3,2,1,3,3,2,1,2,2,2,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-1.1438648097803985,-0.476248804454124,0.980948052732125,-0.266041503411797,0.35076386178548,0.653457304943914,3.33333333333333,0.668590802306462,-0.840650458004401
24,Male,"Undergraduate degree (e.g., BA)",Mixed,4,Liberal Democrats,I voted Remain,0,1,1,1,1,1,1,0,0,1,0,0,5,6,6,2,2,2,4,4,4,NA,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,0.460547865513442,1.6137917861682,-1.43269617716106,0.35076386178548,-0.61273521267665,5.66666666666667,-0.707567328547404,0.75147380203735
19,Male,A-level (or equivalent),Indian,1,Labour,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,1,0,0,6,6,6,4,4,4,2,2,2,NA,1,1,1,1,1,1,4,4,2,2,2,2,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,0.460547865513442,-0.569873777763838,-0.266041503411797,-0.72988822364663,0.653457304943914,6,1.2012493209256,-1.18753996348727
25,Female,"Undergraduate degree (e.g., BA)",Pakistani,4,Labour,I voted Remain,0,1,1,1,0,1,1,0,1,0,0,0,4,6,6,2,3,2,4,4,4,NA,1,1,0,2,2,3,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.40609045973784896,-0.476248804454124,-0.736540132608323,-0.758820588623685,0.35076386178548,-0.61273521267665,5.33333333333333,-0.423893164514084,0.75147380203735
23,Female,A-level (or equivalent),Pakistani,2,Labour,I voted Remain,0,1,0,1,1,1,1,0,0,0,0,0,2,2,4,4,4,4,4,4,4,NA,2,2,2,2,2,2,4,5,4,4,4,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.34621092711436813,-0.476248804454124,0.39131192602455,1.27888711087707,-1.49368278420392,-0.61273521267665,2.66666666666667,1.2012493209256,0.75147380203735
39,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",Pakistani,2,Conservative Party,I voted Leave,0,1,1,1,1,1,1,0,0,1,0,0,1,2,6,2,4,4,2,4,2,NA,3,3,3,2,2,3,4,4,2,4,2,2,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,0.460547865513442,1.6137917861682,0.439060660820015,0.35076386178548,-0.61273521267665,3,0.668590802306462,-0.545723683660622
50,Male,GCSE (or equivalent),White,1,Labour,"I was eligible to vote, but did not",0,1,1,1,1,1,1,0,1,0,0,0,4,6,4,2,3,2,4,4,4,NA,1,1,1,3,2,1,2,2,1,2,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,NA,control,Spain,United Kingdom,White,0.47841109568154694,-0.476248804454124,-0.569873777763838,-0.758820588623685,-0.631210854979936,1.43641623760841,4.66666666666667,-0.423893164514084,0.75147380203735
18,Male,A-level (or equivalent),Bangladeshi,5,No party,"I was not eligible to vote, but would not have voted",0,1,0,1,1,1,1,0,0,0,0,0,3,5,3,3,3,2,3,3,3,NA,1,1,2,3,2,3,4,3,1,3,2,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.34621092711436813,-0.476248804454124,-0.40656918917133,0.109008854862144,0.35076386178548,-0.61273521267665,3.66666666666667,-0.230445590547,-0.163023990239364
23,Female,"Undergraduate degree (e.g., BA)",White,9,Labour,I voted Remain,0,1,0,1,1,1,1,0,0,1,0,0,2,6,5,1,1,1,4,4,4,NA,0,1,3,0,0,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,0.460547865513442,-0.658095163366384,-0.758820588623685,0.35076386178548,1.23698157272214,4.33333333333333,-1.95680751435798,0.75147380203735
23,Male,A-level (or equivalent),Other,3,No party,I voted Leave,0,1,0,1,1,1,1,0,0,1,0,0,1,1,6,3,4,4,4,4,2,NA,2,3,2,3,2,2,4,4,4,2,1,2,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,NA,control,United Kingdom,United Kingdom,Other,-0.34621092711436813,0.460547865513442,0.810849997415703,-0.266041503411797,-0.836909460334576,-0.61273521267665,2.66666666666667,0.906610295808507,0.151786008504716
18,Female,A-level (or equivalent),Black,4,Labour,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,0,0,0,5,6,4,2,2,2,4,4,3,NA,2,1,2,2,0,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,-0.476248804454124,-0.012674512737052,-0.758820588623685,0.35076386178548,-0.61273521267665,5,-0.707567328547404,0.440481649117151
25,Female,"Undergraduate degree (e.g., BA)",Indian,2,Labour,I voted Remain,0,0,1,1,1,1,1,0,1,0,1,0,4,5,3,3,4,4,3,4,3,NA,3,2,3,2,1,2,3,3,2,3,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,0.373599441351396,0.948385674243263,0.109008854862144,0.35076386178548,-0.61273521267665,4,0.906610295808507,0.0841065831950797
27,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",Black,1,SNP,I voted Remain,0,1,1,1,1,1,1,0,1,1,0,0,5,6,2,1,1,1,5,5,5,NA,2,0,3,3,3,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,0.460547865513442,-0.276300476565677,-1.43269617716106,0.35076386178548,-0.61273521267665,4.33333333333333,-1.95680751435798,2.01819117897551
30,Male,"Undergraduate degree (e.g., BA)",Mixed,6,Liberal Democrats,I voted Remain,0,1,1,1,1,1,1,0,0,0,1,0,6,6,6,2,4,3,2,2,2,NA,3,3,3,2,2,3,4,3,2,4,2,3,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,0.373599441351396,1.6137917861682,0.80645351844387,0.35076386178548,-0.61273521267665,6,0.231678464004934,-1.18753996348727
20,Male,A-level (or equivalent),Indian,7,Conservative Party,I voted Remain,0,1,1,1,1,1,1,0,1,1,0,0,6,6,5,3,4,4,2,3,2,NA,1,1,2,1,0,2,5,4,3,4,3,4,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,0.460547865513442,-0.40656918917133,1.27888711087707,0.35076386178548,0.0954693109573851,5.66666666666667,0.906610295808507,-0.840650458004401
45,Female,"Undergraduate degree (e.g., BA)",Indian,10,Labour,I voted Remain,0,1,1,1,0,1,1,0,1,0,0,0,2,2,5,2,2,3,4,4,4,NA,3,3,3,3,3,3,4,4,2,2,2,2,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.40609045973784896,-0.476248804454124,1.6137917861682,-0.266041503411797,0.35076386178548,-0.61273521267665,3,-0.235395323329264,0.75147380203735
20,Male,A-level (or equivalent),Indian,6,Conservative Party,I voted Remain,0,1,0,1,1,1,1,1,0,1,0,0,6,6,6,4,4,4,2,2,2,NA,1,0,3,1,1,2,4,4,3,5,4,4,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.34621092711436813,0.460547865513442,-0.68875631400841,1.83093942035946,0.35076386178548,-0.61273521267665,6,1.2012493209256,-1.18753996348727
24,Male,"Undergraduate degree (e.g., BA)",Mixed,11,Liberal Democrats,I voted Remain,0,1,1,1,1,1,1,0,0,1,1,1,5,5,5,2,3,2,2,3,5,NA,0,0,1,0,0,1,2,3,2,3,2,3,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,1.93296067384537,-1.60829096761465,0.469453458655334,0.35076386178548,2.08509429149117,5,-0.423893164514084,0.0440916363199007
27,Female,"Undergraduate degree (e.g., BA)",Other,2,Other party,"I was not eligible to vote, but would not have voted",0,1,1,1,0,1,1,0,0,0,0,0,3,4,3,2,3,2,5,5,4,NA,2,2,2,3,3,3,1,2,1,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.40609045973784896,-0.476248804454124,0.39131192602455,-0.758820588623685,0.35076386178548,-0.61273521267665,3.33333333333333,-0.423893164514084,1.51302502738189
19,Female,A-level (or equivalent),Indian,11,Labour,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,0,0,0,5,6,6,3,3,3,3,4,4,NA,1,1,3,1,1,2,3,2,2,3,2,3,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,0.47841109568154694,-0.476248804454124,-0.247447914764378,0.469453458655334,0.35076386178548,0.653457304943914,5.66666666666667,0.174875760452895,0.368309484450557
26,Male,"Undergraduate degree (e.g., BA)",Mixed,6,No party,"I was not eligible to vote, but would not have voted",0,1,0,1,1,1,1,0,1,0,0,0,6,6,6,4,4,5,3,2,2,NA,1,1,1,1,2,1,4,4,2,4,4,4,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,NA,control,United Kingdom,United Kingdom,Other,-0.34621092711436813,-0.476248804454124,-0.569873777763838,1.27888711087707,0.35076386178548,2.08509429149117,6,1.95210994755278,-0.723456133636216
45,Female,"Undergraduate degree (e.g., BA)",Black,9,Labour,I voted Remain,0,1,1,1,0,1,1,0,0,1,0,0,3,3,5,1,2,2,5,4,4,NA,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.40609045973784896,0.460547865513442,0.39131192602455,-1.43269617716106,0.35076386178548,0.653457304943914,3.66666666666667,-0.934074901068862,1.17064678122528
23,Male,A-level (or equivalent),Chinese,6,No party,"I was not eligible to vote, but would not have voted",0,1,0,1,0,1,1,0,0,0,1,0,3,3,3,3,3,3,2,4,4,NA,3,3,3,2,0,1,4,4,3,3,2,4,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,NA,control,Portugal,United Kingdom,Other,-1.124857686528995,0.373599441351396,1.6137917861682,0.841543428125356,0.35076386178548,-0.61273521267665,3,0.174875760452895,0.0170567088308949
32,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",Mixed,5,Labour,I voted Remain,0,1,0,1,1,1,1,0,0,0,0,0,5,5,5,5,5,5,1,1,1,NA,3,3,3,3,3,3,5,4,5,4,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.34621092711436813,-0.476248804454124,1.6137917861682,1.88513304419888,0.35076386178548,-0.61273521267665,5,2.6806920328248,-2.61545448327188
30,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",Mixed,5,Conservative Party,I voted Remain,0,1,0,1,1,1,1,0,0,1,0,0,5,5,5,4,4,4,2,2,2,NA,3,3,2,3,2,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,Other,-0.34621092711436813,0.460547865513442,1.30114992120372,1.27888711087707,0.35076386178548,0.653457304943914,5,1.2012493209256,-1.18753996348727
26,Male,"Undergraduate degree (e.g., BA)",Mixed,1,No party,I voted Leave,0,1,0,1,1,1,1,0,1,0,0,0,1,3,2,2,1,3,5,5,3,NA,1,1,1,1,0,3,1,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,NA,control,United Kingdom,United Kingdom,Other,-0.34621092711436813,-0.476248804454124,-0.569873777763838,-0.711099143561654,-0.72988822364663,0.0954693109573851,2,-0.496161302083024,1.13592995659057
